Dataset,Emotion,File
CREMA-D,Disgust,1064_ITH_DIS_XX
CREMA-D,Fearful,1064_ITH_FEA_XX
CREMA-D,Happy,1064_ITH_HAP_XX
CREMA-D,Neutral,1064_ITH_NEU_XX
CREMA-D,Sad,1064_ITH_SAD_XX
CREMA-D,Angry,1064_ITS_ANG_XX
CREMA-D,Disgust,1064_ITS_DIS_XX
CREMA-D,Fearful,1064_ITS_FEA_XX
CREMA-D,Happy,1064_ITS_HAP_XX
CREMA-D,Neutral,1064_ITS_NEU_XX
CREMA-D,Sad,1064_ITS_SAD_XX
CREMA-D,Angry,1064_IWL_ANG_XX
CREMA-D,Disgust,1064_IWL_DIS_XX
CREMA-D,Fearful,1064_IWL_FEA_XX
CREMA-D,Happy,1064_IWL_HAP_XX
CREMA-D,Neutral,1064_IWL_NEU_XX
CREMA-D,Sad,1064_IWL_SAD_XX
CREMA-D,Angry,1064_IWW_ANG_XX
CREMA-D,Disgust,1064_IWW_DIS_XX
CREMA-D,Fearful,1064_IWW_FEA_XX
CREMA-D,Happy,1064_IWW_HAP_XX
CREMA-D,Neutral,1064_IWW_NEU_XX
CREMA-D,Sad,1064_IWW_SAD_XX
CREMA-D,Angry,1064_MTI_ANG_XX
CREMA-D,Disgust,1064_MTI_DIS_XX
CREMA-D,Fearful,1064_MTI_FEA_XX
CREMA-D,Happy,1064_MTI_HAP_XX
CREMA-D,Neutral,1064_MTI_NEU_XX
CREMA-D,Sad,1064_MTI_SAD_XX
CREMA-D,Angry,1064_TAI_ANG_XX
CREMA-D,Disgust,1064_TAI_DIS_XX
CREMA-D,Fearful,1064_TAI_FEA_XX
CREMA-D,Happy,1064_TAI_HAP_XX
CREMA-D,Neutral,1064_TAI_NEU_XX
CREMA-D,Sad,1064_TAI_SAD_XX
CREMA-D,Angry,1064_TIE_ANG_XX
CREMA-D,Disgust,1064_TIE_DIS_XX
CREMA-D,Fearful,1064_TIE_FEA_XX
CREMA-D,Happy,1064_TIE_HAP_XX
CREMA-D,Neutral,1064_TIE_NEU_XX
CREMA-D,Sad,1064_TIE_SAD_XX
CREMA-D,Angry,1064_TSI_ANG_XX
CREMA-D,Disgust,1064_TSI_DIS_XX
CREMA-D,Fearful,1064_TSI_FEA_XX
CREMA-D,Happy,1064_TSI_HAP_XX
CREMA-D,Neutral,1064_TSI_NEU_XX
CREMA-D,Sad,1064_TSI_SAD_XX
CREMA-D,Angry,1064_WSI_ANG_XX
CREMA-D,Disgust,1064_WSI_DIS_XX
CREMA-D,Fearful,1064_WSI_FEA_XX
CREMA-D,Happy,1064_WSI_HAP_XX
CREMA-D,Neutral,1064_WSI_NEU_XX
CREMA-D,Sad,1064_WSI_SAD_XX
CREMA-D,Angry,1065_DFA_ANG_XX
CREMA-D,Disgust,1065_DFA_DIS_XX
CREMA-D,Fearful,1065_DFA_FEA_XX
CREMA-D,Happy,1065_DFA_HAP_XX
CREMA-D,Neutral,1065_DFA_NEU_XX
CREMA-D,Sad,1065_DFA_SAD_XX
CREMA-D,Angry,1065_IEO_ANG_HI
CREMA-D,Angry,1065_IEO_ANG_LO
CREMA-D,Angry,1065_IEO_ANG_MD
CREMA-D,Disgust,1065_IEO_DIS_HI
CREMA-D,Disgust,1065_IEO_DIS_LO
CREMA-D,Disgust,1065_IEO_DIS_MD
CREMA-D,Fearful,1065_IEO_FEA_HI
CREMA-D,Fearful,1065_IEO_FEA_LO
CREMA-D,Fearful,1065_IEO_FEA_MD
CREMA-D,Happy,1065_IEO_HAP_HI
CREMA-D,Happy,1065_IEO_HAP_LO
CREMA-D,Happy,1065_IEO_HAP_MD
CREMA-D,Neutral,1065_IEO_NEU_XX
CREMA-D,Sad,1065_IEO_SAD_HI
CREMA-D,Sad,1065_IEO_SAD_LO
CREMA-D,Sad,1065_IEO_SAD_MD
CREMA-D,Angry,1065_IOM_ANG_XX
CREMA-D,Disgust,1065_IOM_DIS_XX
CREMA-D,Fearful,1065_IOM_FEA_XX
CREMA-D,Happy,1065_IOM_HAP_XX
CREMA-D,Neutral,1065_IOM_NEU_XX
CREMA-D,Sad,1065_IOM_SAD_XX
CREMA-D,Angry,1065_ITH_ANG_XX
CREMA-D,Disgust,1065_ITH_DIS_XX
CREMA-D,Fearful,1065_ITH_FEA_XX
CREMA-D,Happy,1065_ITH_HAP_XX
CREMA-D,Neutral,1065_ITH_NEU_XX
CREMA-D,Sad,1065_ITH_SAD_XX
CREMA-D,Angry,1065_ITS_ANG_XX
CREMA-D,Disgust,1065_ITS_DIS_XX
CREMA-D,Fearful,1065_ITS_FEA_XX
CREMA-D,Happy,1065_ITS_HAP_XX
CREMA-D,Neutral,1065_ITS_NEU_XX
CREMA-D,Sad,1065_ITS_SAD_XX
CREMA-D,Angry,1065_IWL_ANG_XX
CREMA-D,Disgust,1065_IWL_DIS_XX
CREMA-D,Fearful,1065_IWL_FEA_XX
CREMA-D,Happy,1065_IWL_HAP_XX
CREMA-D,Neutral,1065_IWL_NEU_XX
CREMA-D,Sad,1065_IWL_SAD_XX
CREMA-D,Angry,1065_IWW_ANG_XX
CREMA-D,Disgust,1065_IWW_DIS_XX
CREMA-D,Fearful,1065_IWW_FEA_XX
CREMA-D,Happy,1065_IWW_HAP_XX
CREMA-D,Neutral,1065_IWW_NEU_XX
CREMA-D,Sad,1065_IWW_SAD_XX
CREMA-D,Angry,1065_MTI_ANG_XX
CREMA-D,Disgust,1065_MTI_DIS_XX
CREMA-D,Fearful,1065_MTI_FEA_XX
CREMA-D,Happy,1065_MTI_HAP_XX
CREMA-D,Neutral,1065_MTI_NEU_XX
CREMA-D,Sad,1065_MTI_SAD_XX
CREMA-D,Angry,1065_TAI_ANG_XX
CREMA-D,Disgust,1065_TAI_DIS_XX
CREMA-D,Fearful,1065_TAI_FEA_XX
CREMA-D,Happy,1065_TAI_HAP_XX
CREMA-D,Neutral,1065_TAI_NEU_XX
CREMA-D,Sad,1065_TAI_SAD_XX
CREMA-D,Angry,1065_TIE_ANG_XX
CREMA-D,Disgust,1065_TIE_DIS_XX
CREMA-D,Fearful,1065_TIE_FEA_XX
CREMA-D,Happy,1065_TIE_HAP_XX
CREMA-D,Neutral,1065_TIE_NEU_XX
CREMA-D,Sad,1065_TIE_SAD_XX
CREMA-D,Angry,1065_TSI_ANG_XX
CREMA-D,Disgust,1065_TSI_DIS_XX
CREMA-D,Fearful,1065_TSI_FEA_XX
CREMA-D,Happy,1065_TSI_HAP_XX
CREMA-D,Neutral,1065_TSI_NEU_XX
CREMA-D,Sad,1065_TSI_SAD_XX
CREMA-D,Angry,1065_WSI_ANG_XX
CREMA-D,Disgust,1065_WSI_DIS_XX
CREMA-D,Fearful,1065_WSI_FEA_XX
CREMA-D,Happy,1065_WSI_HAP_XX
CREMA-D,Neutral,1065_WSI_NEU_XX
CREMA-D,Sad,1065_WSI_SAD_XX
CREMA-D,Angry,1066_DFA_ANG_XX
CREMA-D,Disgust,1066_DFA_DIS_XX
CREMA-D,Fearful,1066_DFA_FEA_XX
CREMA-D,Happy,1066_DFA_HAP_XX
CREMA-D,Neutral,1066_DFA_NEU_XX
CREMA-D,Sad,1066_DFA_SAD_XX
CREMA-D,Angry,1066_IEO_ANG_HI
CREMA-D,Angry,1066_IEO_ANG_LO
CREMA-D,Angry,1066_IEO_ANG_MD
CREMA-D,Disgust,1066_IEO_DIS_HI
CREMA-D,Disgust,1066_IEO_DIS_LO
CREMA-D,Disgust,1066_IEO_DIS_MD
CREMA-D,Fearful,1066_IEO_FEA_HI
CREMA-D,Fearful,1066_IEO_FEA_LO
CREMA-D,Fearful,1066_IEO_FEA_MD
CREMA-D,Happy,1066_IEO_HAP_HI
CREMA-D,Happy,1066_IEO_HAP_LO
CREMA-D,Happy,1066_IEO_HAP_MD
CREMA-D,Neutral,1066_IEO_NEU_XX
CREMA-D,Sad,1066_IEO_SAD_HI
CREMA-D,Sad,1066_IEO_SAD_LO
CREMA-D,Sad,1066_IEO_SAD_MD
CREMA-D,Angry,1066_IOM_ANG_XX
CREMA-D,Disgust,1066_IOM_DIS_XX
CREMA-D,Fearful,1066_IOM_FEA_XX
CREMA-D,Happy,1066_IOM_HAP_XX
CREMA-D,Neutral,1066_IOM_NEU_XX
CREMA-D,Sad,1066_IOM_SAD_XX
CREMA-D,Angry,1066_ITH_ANG_XX
CREMA-D,Disgust,1066_ITH_DIS_XX
CREMA-D,Fearful,1066_ITH_FEA_XX
CREMA-D,Happy,1066_ITH_HAP_XX
CREMA-D,Neutral,1066_ITH_NEU_XX
CREMA-D,Sad,1066_ITH_SAD_XX
CREMA-D,Angry,1066_ITS_ANG_XX
CREMA-D,Disgust,1066_ITS_DIS_XX
CREMA-D,Fearful,1066_ITS_FEA_XX
CREMA-D,Happy,1066_ITS_HAP_XX
CREMA-D,Neutral,1066_ITS_NEU_XX
CREMA-D,Sad,1066_ITS_SAD_XX
CREMA-D,Angry,1066_IWL_ANG_XX
CREMA-D,Disgust,1066_IWL_DIS_XX
CREMA-D,Fearful,1066_IWL_FEA_XX
CREMA-D,Happy,1066_IWL_HAP_XX
CREMA-D,Neutral,1066_IWL_NEU_XX
CREMA-D,Sad,1066_IWL_SAD_XX
CREMA-D,Angry,1066_IWW_ANG_XX
CREMA-D,Disgust,1066_IWW_DIS_XX
CREMA-D,Fearful,1066_IWW_FEA_XX
CREMA-D,Happy,1066_IWW_HAP_XX
CREMA-D,Neutral,1066_IWW_NEU_XX
CREMA-D,Sad,1066_IWW_SAD_XX
CREMA-D,Angry,1066_MTI_ANG_XX
CREMA-D,Disgust,1066_MTI_DIS_XX
CREMA-D,Fearful,1066_MTI_FEA_XX
CREMA-D,Happy,1066_MTI_HAP_XX
CREMA-D,Neutral,1066_MTI_NEU_XX
CREMA-D,Sad,1066_MTI_SAD_XX
CREMA-D,Angry,1066_TAI_ANG_XX
CREMA-D,Disgust,1066_TAI_DIS_XX
CREMA-D,Fearful,1066_TAI_FEA_XX
CREMA-D,Happy,1066_TAI_HAP_XX
CREMA-D,Neutral,1066_TAI_NEU_XX
CREMA-D,Sad,1066_TAI_SAD_XX
CREMA-D,Angry,1066_TIE_ANG_XX
CREMA-D,Disgust,1066_TIE_DIS_XX
CREMA-D,Fearful,1066_TIE_FEA_XX
CREMA-D,Happy,1066_TIE_HAP_XX
CREMA-D,Neutral,1066_TIE_NEU_XX
CREMA-D,Sad,1066_TIE_SAD_XX
CREMA-D,Angry,1066_TSI_ANG_XX
CREMA-D,Disgust,1066_TSI_DIS_XX
CREMA-D,Fearful,1066_TSI_FEA_XX
CREMA-D,Happy,1066_TSI_HAP_XX
CREMA-D,Neutral,1066_TSI_NEU_XX
CREMA-D,Sad,1066_TSI_SAD_XX
CREMA-D,Angry,1066_WSI_ANG_XX
CREMA-D,Disgust,1066_WSI_DIS_XX
CREMA-D,Fearful,1066_WSI_FEA_XX
CREMA-D,Happy,1066_WSI_HAP_XX
CREMA-D,Neutral,1066_WSI_NEU_XX
CREMA-D,Sad,1066_WSI_SAD_XX
CREMA-D,Angry,1067_DFA_ANG_XX
CREMA-D,Disgust,1067_DFA_DIS_XX
CREMA-D,Fearful,1067_DFA_FEA_XX
CREMA-D,Happy,1067_DFA_HAP_XX
CREMA-D,Neutral,1067_DFA_NEU_XX
CREMA-D,Sad,1067_DFA_SAD_XX
CREMA-D,Angry,1067_IEO_ANG_HI
CREMA-D,Angry,1067_IEO_ANG_LO
CREMA-D,Angry,1067_IEO_ANG_MD
CREMA-D,Disgust,1067_IEO_DIS_HI
CREMA-D,Disgust,1067_IEO_DIS_LO
CREMA-D,Disgust,1067_IEO_DIS_MD
CREMA-D,Fearful,1067_IEO_FEA_HI
CREMA-D,Fearful,1067_IEO_FEA_LO
CREMA-D,Fearful,1067_IEO_FEA_MD
CREMA-D,Happy,1067_IEO_HAP_HI
CREMA-D,Happy,1067_IEO_HAP_LO
CREMA-D,Happy,1067_IEO_HAP_MD
CREMA-D,Neutral,1067_IEO_NEU_XX
CREMA-D,Sad,1067_IEO_SAD_HI
CREMA-D,Sad,1067_IEO_SAD_LO
CREMA-D,Sad,1067_IEO_SAD_MD
CREMA-D,Angry,1067_IOM_ANG_XX
CREMA-D,Disgust,1067_IOM_DIS_XX
CREMA-D,Fearful,1067_IOM_FEA_XX
CREMA-D,Happy,1067_IOM_HAP_XX
CREMA-D,Neutral,1067_IOM_NEU_XX
CREMA-D,Sad,1067_IOM_SAD_XX
CREMA-D,Angry,1067_ITH_ANG_XX
CREMA-D,Disgust,1067_ITH_DIS_XX
CREMA-D,Fearful,1067_ITH_FEA_XX
CREMA-D,Happy,1067_ITH_HAP_XX
CREMA-D,Neutral,1067_ITH_NEU_XX
CREMA-D,Sad,1067_ITH_SAD_XX
CREMA-D,Angry,1067_ITS_ANG_XX
CREMA-D,Disgust,1067_ITS_DIS_XX
CREMA-D,Fearful,1067_ITS_FEA_XX
CREMA-D,Happy,1067_ITS_HAP_XX
CREMA-D,Neutral,1067_ITS_NEU_XX
CREMA-D,Sad,1067_ITS_SAD_XX
CREMA-D,Angry,1067_IWL_ANG_XX
CREMA-D,Disgust,1067_IWL_DIS_XX
CREMA-D,Fearful,1067_IWL_FEA_XX
CREMA-D,Happy,1067_IWL_HAP_XX
CREMA-D,Neutral,1067_IWL_NEU_XX
CREMA-D,Sad,1067_IWL_SAD_XX
CREMA-D,Angry,1067_IWW_ANG_XX
CREMA-D,Disgust,1067_IWW_DIS_XX
CREMA-D,Fearful,1067_IWW_FEA_XX
CREMA-D,Happy,1067_IWW_HAP_XX
CREMA-D,Neutral,1067_IWW_NEU_XX
CREMA-D,Sad,1067_IWW_SAD_XX
CREMA-D,Angry,1067_MTI_ANG_XX
CREMA-D,Disgust,1067_MTI_DIS_XX
CREMA-D,Fearful,1067_MTI_FEA_XX
CREMA-D,Happy,1067_MTI_HAP_XX
CREMA-D,Neutral,1067_MTI_NEU_XX
CREMA-D,Sad,1067_MTI_SAD_XX
CREMA-D,Angry,1067_TAI_ANG_XX
CREMA-D,Disgust,1067_TAI_DIS_XX
CREMA-D,Fearful,1067_TAI_FEA_XX
CREMA-D,Happy,1067_TAI_HAP_XX
CREMA-D,Neutral,1067_TAI_NEU_XX
CREMA-D,Sad,1067_TAI_SAD_XX
CREMA-D,Angry,1067_TIE_ANG_XX
CREMA-D,Disgust,1067_TIE_DIS_XX
CREMA-D,Fearful,1067_TIE_FEA_XX
CREMA-D,Happy,1067_TIE_HAP_XX
CREMA-D,Neutral,1067_TIE_NEU_XX
CREMA-D,Sad,1067_TIE_SAD_XX
CREMA-D,Angry,1067_TSI_ANG_XX
CREMA-D,Disgust,1067_TSI_DIS_XX
CREMA-D,Fearful,1067_TSI_FEA_XX
CREMA-D,Happy,1067_TSI_HAP_XX
CREMA-D,Neutral,1067_TSI_NEU_XX
CREMA-D,Sad,1067_TSI_SAD_XX
CREMA-D,Angry,1067_WSI_ANG_XX
CREMA-D,Disgust,1067_WSI_DIS_XX
CREMA-D,Fearful,1067_WSI_FEA_XX
CREMA-D,Happy,1067_WSI_HAP_XX
CREMA-D,Neutral,1067_WSI_NEU_XX
CREMA-D,Sad,1067_WSI_SAD_XX
CREMA-D,Angry,1068_DFA_ANG_XX
CREMA-D,Disgust,1068_DFA_DIS_XX
CREMA-D,Fearful,1068_DFA_FEA_XX
CREMA-D,Happy,1068_DFA_HAP_XX
CREMA-D,Neutral,1068_DFA_NEU_XX
CREMA-D,Sad,1068_DFA_SAD_XX
CREMA-D,Angry,1068_IEO_ANG_HI
CREMA-D,Angry,1068_IEO_ANG_LO
CREMA-D,Angry,1068_IEO_ANG_MD
CREMA-D,Disgust,1068_IEO_DIS_HI
CREMA-D,Disgust,1068_IEO_DIS_LO
CREMA-D,Disgust,1068_IEO_DIS_MD
CREMA-D,Fearful,1068_IEO_FEA_HI
CREMA-D,Fearful,1068_IEO_FEA_LO
CREMA-D,Fearful,1068_IEO_FEA_MD
CREMA-D,Happy,1068_IEO_HAP_HI
CREMA-D,Happy,1068_IEO_HAP_LO
CREMA-D,Happy,1068_IEO_HAP_MD
CREMA-D,Neutral,1068_IEO_NEU_XX
CREMA-D,Sad,1068_IEO_SAD_HI
CREMA-D,Sad,1068_IEO_SAD_LO
CREMA-D,Sad,1068_IEO_SAD_MD
CREMA-D,Angry,1068_IOM_ANG_XX
CREMA-D,Disgust,1068_IOM_DIS_XX
CREMA-D,Fearful,1068_IOM_FEA_XX
CREMA-D,Happy,1068_IOM_HAP_XX
CREMA-D,Neutral,1068_IOM_NEU_XX
CREMA-D,Sad,1068_IOM_SAD_XX
CREMA-D,Angry,1068_ITH_ANG_XX
CREMA-D,Disgust,1068_ITH_DIS_XX
CREMA-D,Fearful,1068_ITH_FEA_XX
CREMA-D,Happy,1068_ITH_HAP_XX
CREMA-D,Neutral,1068_ITH_NEU_XX
CREMA-D,Sad,1068_ITH_SAD_XX
CREMA-D,Angry,1068_ITS_ANG_XX
CREMA-D,Disgust,1068_ITS_DIS_XX
CREMA-D,Fearful,1068_ITS_FEA_XX
CREMA-D,Happy,1068_ITS_HAP_XX
CREMA-D,Neutral,1068_ITS_NEU_XX
CREMA-D,Sad,1068_ITS_SAD_XX
CREMA-D,Angry,1068_IWL_ANG_XX
CREMA-D,Disgust,1068_IWL_DIS_XX
CREMA-D,Fearful,1068_IWL_FEA_XX
CREMA-D,Happy,1068_IWL_HAP_XX
CREMA-D,Neutral,1068_IWL_NEU_XX
CREMA-D,Sad,1068_IWL_SAD_XX
CREMA-D,Angry,1068_IWW_ANG_XX
CREMA-D,Disgust,1068_IWW_DIS_XX
CREMA-D,Fearful,1068_IWW_FEA_XX
CREMA-D,Happy,1068_IWW_HAP_XX
CREMA-D,Neutral,1068_IWW_NEU_XX
CREMA-D,Sad,1068_IWW_SAD_XX
CREMA-D,Angry,1068_MTI_ANG_XX
CREMA-D,Disgust,1068_MTI_DIS_XX
CREMA-D,Fearful,1068_MTI_FEA_XX
CREMA-D,Happy,1068_MTI_HAP_XX
CREMA-D,Neutral,1068_MTI_NEU_XX
CREMA-D,Sad,1068_MTI_SAD_XX
CREMA-D,Angry,1068_TAI_ANG_XX
CREMA-D,Disgust,1068_TAI_DIS_XX
CREMA-D,Fearful,1068_TAI_FEA_XX
CREMA-D,Happy,1068_TAI_HAP_XX
CREMA-D,Neutral,1068_TAI_NEU_XX
CREMA-D,Sad,1068_TAI_SAD_XX
CREMA-D,Angry,1068_TIE_ANG_XX
CREMA-D,Disgust,1068_TIE_DIS_XX
CREMA-D,Fearful,1068_TIE_FEA_XX
CREMA-D,Happy,1068_TIE_HAP_XX
CREMA-D,Neutral,1068_TIE_NEU_XX
CREMA-D,Sad,1068_TIE_SAD_XX
CREMA-D,Angry,1068_TSI_ANG_XX
CREMA-D,Disgust,1068_TSI_DIS_XX
CREMA-D,Fearful,1068_TSI_FEA_XX
CREMA-D,Happy,1068_TSI_HAP_XX
CREMA-D,Neutral,1068_TSI_NEU_XX
CREMA-D,Sad,1068_TSI_SAD_XX
CREMA-D,Angry,1068_WSI_ANG_XX
CREMA-D,Disgust,1068_WSI_DIS_XX
CREMA-D,Fearful,1068_WSI_FEA_XX
CREMA-D,Happy,1068_WSI_HAP_XX
CREMA-D,Neutral,1068_WSI_NEU_XX
CREMA-D,Sad,1068_WSI_SAD_XX
CREMA-D,Angry,1069_DFA_ANG_XX
CREMA-D,Disgust,1069_DFA_DIS_XX
CREMA-D,Fearful,1069_DFA_FEA_XX
CREMA-D,Happy,1069_DFA_HAP_XX
CREMA-D,Neutral,1069_DFA_NEU_XX
CREMA-D,Sad,1069_DFA_SAD_XX
CREMA-D,Angry,1069_IEO_ANG_HI
CREMA-D,Angry,1069_IEO_ANG_LO
CREMA-D,Angry,1069_IEO_ANG_MD
CREMA-D,Disgust,1069_IEO_DIS_HI
CREMA-D,Disgust,1069_IEO_DIS_LO
CREMA-D,Disgust,1069_IEO_DIS_MD
CREMA-D,Fearful,1069_IEO_FEA_HI
CREMA-D,Fearful,1069_IEO_FEA_LO
CREMA-D,Fearful,1069_IEO_FEA_MD
CREMA-D,Happy,1069_IEO_HAP_HI
CREMA-D,Happy,1069_IEO_HAP_LO
CREMA-D,Happy,1069_IEO_HAP_MD
CREMA-D,Neutral,1069_IEO_NEU_XX
CREMA-D,Sad,1069_IEO_SAD_HI
CREMA-D,Sad,1069_IEO_SAD_LO
CREMA-D,Sad,1069_IEO_SAD_MD
CREMA-D,Angry,1069_IOM_ANG_XX
CREMA-D,Disgust,1069_IOM_DIS_XX
CREMA-D,Fearful,1069_IOM_FEA_XX
CREMA-D,Happy,1069_IOM_HAP_XX
CREMA-D,Neutral,1069_IOM_NEU_XX
CREMA-D,Sad,1069_IOM_SAD_XX
CREMA-D,Angry,1069_ITH_ANG_XX
CREMA-D,Disgust,1069_ITH_DIS_XX
CREMA-D,Fearful,1069_ITH_FEA_XX
CREMA-D,Happy,1069_ITH_HAP_XX
CREMA-D,Neutral,1069_ITH_NEU_XX
CREMA-D,Sad,1069_ITH_SAD_XX
CREMA-D,Angry,1069_ITS_ANG_XX
CREMA-D,Disgust,1069_ITS_DIS_XX
CREMA-D,Fearful,1069_ITS_FEA_XX
CREMA-D,Happy,1069_ITS_HAP_XX
CREMA-D,Neutral,1069_ITS_NEU_XX
CREMA-D,Sad,1069_ITS_SAD_XX
CREMA-D,Angry,1069_IWL_ANG_XX
CREMA-D,Disgust,1069_IWL_DIS_XX
CREMA-D,Fearful,1069_IWL_FEA_XX
CREMA-D,Happy,1069_IWL_HAP_XX
CREMA-D,Neutral,1069_IWL_NEU_XX
CREMA-D,Sad,1069_IWL_SAD_XX
CREMA-D,Angry,1069_IWW_ANG_XX
CREMA-D,Disgust,1069_IWW_DIS_XX
CREMA-D,Fearful,1069_IWW_FEA_XX
CREMA-D,Happy,1069_IWW_HAP_XX
CREMA-D,Neutral,1069_IWW_NEU_XX
CREMA-D,Sad,1069_IWW_SAD_XX
CREMA-D,Angry,1069_MTI_ANG_XX
CREMA-D,Disgust,1069_MTI_DIS_XX
CREMA-D,Fearful,1069_MTI_FEA_XX
CREMA-D,Happy,1069_MTI_HAP_XX
CREMA-D,Neutral,1069_MTI_NEU_XX
CREMA-D,Sad,1069_MTI_SAD_XX
CREMA-D,Angry,1069_TAI_ANG_XX
CREMA-D,Disgust,1069_TAI_DIS_XX
CREMA-D,Fearful,1069_TAI_FEA_XX
CREMA-D,Happy,1069_TAI_HAP_XX
CREMA-D,Neutral,1069_TAI_NEU_XX
CREMA-D,Sad,1069_TAI_SAD_XX
CREMA-D,Angry,1069_TIE_ANG_XX
CREMA-D,Disgust,1069_TIE_DIS_XX
CREMA-D,Fearful,1069_TIE_FEA_XX
CREMA-D,Happy,1069_TIE_HAP_XX
CREMA-D,Neutral,1069_TIE_NEU_XX
CREMA-D,Sad,1069_TIE_SAD_XX
CREMA-D,Angry,1069_TSI_ANG_XX
CREMA-D,Disgust,1069_TSI_DIS_XX
CREMA-D,Fearful,1069_TSI_FEA_XX
CREMA-D,Happy,1069_TSI_HAP_XX
CREMA-D,Neutral,1069_TSI_NEU_XX
CREMA-D,Sad,1069_TSI_SAD_XX
CREMA-D,Angry,1069_WSI_ANG_XX
CREMA-D,Disgust,1069_WSI_DIS_XX
CREMA-D,Fearful,1069_WSI_FEA_XX
CREMA-D,Happy,1069_WSI_HAP_XX
CREMA-D,Neutral,1069_WSI_NEU_XX
CREMA-D,Sad,1069_WSI_SAD_XX
CREMA-D,Angry,1070_DFA_ANG_XX
CREMA-D,Disgust,1070_DFA_DIS_XX
CREMA-D,Fearful,1070_DFA_FEA_XX
CREMA-D,Happy,1070_DFA_HAP_XX
CREMA-D,Neutral,1070_DFA_NEU_XX
CREMA-D,Sad,1070_DFA_SAD_XX
CREMA-D,Angry,1070_IEO_ANG_HI
CREMA-D,Angry,1070_IEO_ANG_LO
CREMA-D,Angry,1070_IEO_ANG_MD
CREMA-D,Disgust,1070_IEO_DIS_HI
CREMA-D,Disgust,1070_IEO_DIS_LO
CREMA-D,Disgust,1070_IEO_DIS_MD
CREMA-D,Fearful,1070_IEO_FEA_HI
CREMA-D,Fearful,1070_IEO_FEA_LO
CREMA-D,Fearful,1070_IEO_FEA_MD
CREMA-D,Happy,1070_IEO_HAP_HI
CREMA-D,Happy,1070_IEO_HAP_LO
CREMA-D,Happy,1070_IEO_HAP_MD
CREMA-D,Neutral,1070_IEO_NEU_XX
CREMA-D,Sad,1070_IEO_SAD_HI
CREMA-D,Sad,1070_IEO_SAD_LO
CREMA-D,Sad,1070_IEO_SAD_MD
CREMA-D,Angry,1070_IOM_ANG_XX
CREMA-D,Disgust,1070_IOM_DIS_XX
CREMA-D,Fearful,1070_IOM_FEA_XX
CREMA-D,Happy,1070_IOM_HAP_XX
CREMA-D,Neutral,1070_IOM_NEU_XX
CREMA-D,Sad,1070_IOM_SAD_XX
CREMA-D,Angry,1070_ITH_ANG_XX
CREMA-D,Disgust,1070_ITH_DIS_XX
CREMA-D,Fearful,1070_ITH_FEA_XX
CREMA-D,Happy,1070_ITH_HAP_XX
CREMA-D,Neutral,1070_ITH_NEU_XX
CREMA-D,Sad,1070_ITH_SAD_XX
CREMA-D,Angry,1070_ITS_ANG_XX
CREMA-D,Disgust,1070_ITS_DIS_XX
CREMA-D,Fearful,1070_ITS_FEA_XX
CREMA-D,Happy,1070_ITS_HAP_XX
CREMA-D,Neutral,1070_ITS_NEU_XX
CREMA-D,Sad,1070_ITS_SAD_XX
CREMA-D,Angry,1070_IWL_ANG_XX
CREMA-D,Disgust,1070_IWL_DIS_XX
CREMA-D,Fearful,1070_IWL_FEA_XX
CREMA-D,Happy,1070_IWL_HAP_XX
CREMA-D,Neutral,1070_IWL_NEU_XX
CREMA-D,Sad,1070_IWL_SAD_XX
CREMA-D,Angry,1070_IWW_ANG_XX
CREMA-D,Disgust,1070_IWW_DIS_XX
CREMA-D,Fearful,1070_IWW_FEA_XX
CREMA-D,Happy,1070_IWW_HAP_XX
CREMA-D,Neutral,1070_IWW_NEU_XX
CREMA-D,Sad,1070_IWW_SAD_XX
CREMA-D,Angry,1070_MTI_ANG_XX
CREMA-D,Disgust,1070_MTI_DIS_XX
CREMA-D,Fearful,1070_MTI_FEA_XX
CREMA-D,Happy,1070_MTI_HAP_XX
CREMA-D,Neutral,1070_MTI_NEU_XX
CREMA-D,Sad,1070_MTI_SAD_XX
CREMA-D,Angry,1070_TAI_ANG_XX
CREMA-D,Disgust,1070_TAI_DIS_XX
CREMA-D,Fearful,1070_TAI_FEA_XX
CREMA-D,Happy,1070_TAI_HAP_XX
CREMA-D,Neutral,1070_TAI_NEU_XX
CREMA-D,Sad,1070_TAI_SAD_XX
CREMA-D,Angry,1070_TIE_ANG_XX
CREMA-D,Disgust,1070_TIE_DIS_XX
CREMA-D,Fearful,1070_TIE_FEA_XX
CREMA-D,Happy,1070_TIE_HAP_XX
CREMA-D,Neutral,1070_TIE_NEU_XX
CREMA-D,Sad,1070_TIE_SAD_XX
CREMA-D,Angry,1070_TSI_ANG_XX
CREMA-D,Disgust,1070_TSI_DIS_XX
CREMA-D,Fearful,1070_TSI_FEA_XX
CREMA-D,Happy,1070_TSI_HAP_XX
CREMA-D,Neutral,1070_TSI_NEU_XX
CREMA-D,Sad,1070_TSI_SAD_XX
CREMA-D,Angry,1070_WSI_ANG_XX
CREMA-D,Disgust,1070_WSI_DIS_XX
CREMA-D,Fearful,1070_WSI_FEA_XX
CREMA-D,Happy,1070_WSI_HAP_XX
CREMA-D,Neutral,1070_WSI_NEU_XX
CREMA-D,Sad,1070_WSI_SAD_XX
CREMA-D,Angry,1071_DFA_ANG_XX
CREMA-D,Disgust,1071_DFA_DIS_XX
CREMA-D,Fearful,1071_DFA_FEA_XX
